OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
GX012828	27	L_GX012828.MP4	98585	GX010096.MP4	98458	54.82421	1	49.22529	-433.66192	1732.12712	-3970.73525	4.92644	17.26326	39.82143	10.76529	4353.74155	24.45980	Pomacentridae	Parma	bicolor	37372092	1	AD	Passing			
GX012828	28	L_GX012828.MP4	98585	GX010096.MP4	98458	54.82421	1	49.22529	74.72247	1158.53047	-2902.16345	1.86578	8.48230	21.16268	4.83251	3125.75255	22.05663	Pomacentridae	Parma	bicolor	37372092	1	AD	Passing			
GX012828	29	L_GX012828.MP4	101799	GX010096.MP4	101672	56.61155	1	51.01263	-3669.01588	3302.21863	-7468.27086	69.64617	62.55609	143.43632	1.15206	8952.17264	33.63383	Enoplosidae	Enoplosus	armatus	37366001	2	AD	Passing			
GX012828	30	L_GX012828.MP4	103339	GX010096.MP4	103212	57.46797	1	51.86904	-1361.84777	2271.27578	-5765.84879	20.02588	32.95976	84.54036	9.94985	6344.94565	24.88804	Berycidae	Centroberyx	gerrardi	37258004	1	AD	Passing			
008	0	L_GX010077.MP4	1541	R_GX010092.MP4	1428	0.85697		-1.00000	-8.58461	37.03033	-745.60427	0.48129	0.47059	1.46547	2.69265	746.57262	2.62931								SYNC		
008	1	L_GX010077.MP4	8579	R_GX010092.MP4	8466	4.77088	1	0.10121	3738.41606	186.51549	-6389.66228	58.10910	5.19721	100.65965	5.92203	7405.29046	30.34826	Cheilodactylidae	Cheilodactylus	nigripes	37377001	1	AD	Passing			
008	4	L_GX010077.MP4	21897	R_GX010092.MP4	21784	12.17717	1	7.50750	-1185.85661	662.47364	-1698.23557	5.21266	3.19344	7.70778	1.57894	2174.65659	38.51051	Monacanthidae	Meuschenia	flavolineata	37465035	2	AD	Passing			
008	7	L_GX010077.MP4	26568	R_GX010092.MP4	26455	14.77476	1	10.10509	-900.72637	20.64008	-1293.08191	3.15553	0.83288	4.66487	6.93719	1576.00597	34.86138	Labridae	Olisthops	cyanomelas	37385001	1	AD	Passing			
008	8	L_GX010077.MP4	30229	R_GX010092.MP4	30116	16.81068	1	12.14102	-638.42989	1379.31183	-2985.34221	5.16141	10.86608	23.00243	18.38233	3349.97940	26.71163	Girellidae	Girella	zebra	37361008	1	AD	Passing			
008	9	L_GX010077.MP4	38236	R_GX010092.MP4	38123	21.26346	1	16.59380	291.86065	-100.83901	-1385.23589	1.27960	0.90423	4.85892	3.05484	1419.23558	12.66694	Muraenidae	Gymnothorax	prasinus	37060006	1	AD	Passing			
008	13	L_GX010077.MP4	52387	R_GX010092.MP4	52274	29.13299	1	24.46333	-577.84256	501.99686	-2207.36464	3.47384	3.22748	12.64529	4.27680	2336.31366	18.93090	Serranidae	Epinephelides	armatus	37311100	1	AD	Passing			
008	15	L_GX010077.MP4	54043	R_GX010092.MP4	53930	30.05391	1	25.38425	252.34253	487.71997	-4460.77199	3.82340	6.22076	49.01438	0.51686	4494.44482	6.75487	Labridae	Ophthalmolepis	lineolatus	37384040	3	AD	Passing			
008	18	L_GX010077.MP4	74033	R_GX010092.MP4	73920	41.17057	1	36.50091	-2733.07715	978.00108	-3827.57615	27.18622	10.35152	38.98074	14.55139	4803.80432	37.07686	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
008	20	L_GX010077.MP4	93911	R_GX010092.MP4	93798	52.22495	1	47.55529	1229.72379	1340.21286	-6109.57210	18.72866	21.04930	92.37747	9.85935	6374.57939	16.36075	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
008	22	L_GX010077.MP4	114550	R_GX010092.MP4	114437	63.70253	1	59.03286	-65.43354	860.58051	-3924.53181	2.47354	8.89341	38.24870	1.44119	4018.31187	12.10590	Dinolestidae	Dinolestes	lewini	37327002	1	AD	Passing			
009	0	GX010095.MP4	2853	R_GX010073.MP4	2675	1.58658		-1.00000	18.14545	43.67397	-560.28275	0.37542	0.35920	0.88790	2.16765	562.27523	5.05886								SYNC		
009	8	GX010095.MP4	29202	R_GX010073.MP4	29024	16.23956	1	12.85284	1210.65361	467.40343	-1783.49657	5.04533	2.24962	7.83009	0.20976	2205.67635	36.13277	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
009	11	GX010095.MP4	43498	R_GX010073.MP4	43320	24.18972	1	20.80300	-927.42891	875.49243	-1805.61223	4.50409	4.40788	9.05523	5.55316	2210.62139	35.40895	Carangidae	Pseudocaranx	spp		1	AD	Passing			
009	26	GX010095.MP4	53662	R_GX010073.MP4	53484	29.84203	1	26.45532	2089.15695	1408.58818	-6244.45530	33.19243	22.42248	100.40237	1.47898	6733.64087	22.11628	Scorpididae	Scorpis	aequipinnis	37361004	2	AD	Passing			
009	29	GX010095.MP4	61616	R_GX010073.MP4	61438	34.26534	1	30.87863	2947.71472	1297.89565	-4532.32434	31.46503	14.17538	50.01099	6.92853	5560.17258	35.50104	Dinolestidae	Dinolestes	lewini	37327002	2	AD	Passing			
009	45	GX010095.MP4	76846	R_GX010073.MP4	76668	42.73491	1	39.34820	381.05013	1466.99440	-3238.15846	3.67246	12.29131	27.27794	1.39036	3575.32404	25.32706	Carangidae	Seriola	hippos	37337007	1	AD	Passing			
009	46	GX010095.MP4	76846	R_GX010073.MP4	76668	42.73491	1	39.34820	1487.47275	1070.59895	-3392.69014	12.76121	9.40799	29.80956	0.22850	3856.04768	28.52548	Carangidae	Seriola	hippos	37337007	1	AD	Passing			
009	47	GX010095.MP4	77039	R_GX010073.MP4	76861	42.84224	1	39.45553	1406.65808	301.08982	-1994.35633	6.51326	1.84089	9.73957	4.44785	2459.02404	35.85631	Microcanthidae	Tilodon	sexfasciatus	37361003	1	AD	Passing			
009	48	GX010095.MP4	77174	R_GX010073.MP4	76996	42.91732	1	39.53060	2469.11964	1176.52868	-3722.12106	21.34930	10.50668	33.47583	5.58657	4618.97789	36.41846	Kyphosidae	Kyphosus	sydneyanus	37361001	1	AD	Passing			
009	50	GX010095.MP4	106463	R_GX010073.MP4	106285	59.20526	1	55.81854	3475.31899	380.44155	-7509.19960	66.10425	8.08523	144.84263	2.74052	8283.15499	24.99405	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	5	AD	Passing			
010	0	L_GX010096.MP4	551	GX010097.MP4	379	0.30642		-1.00000	37.89428	31.70262	-797.05377	0.51453	0.49665	1.71939	2.23763	798.58358	3.71401								SYNC		
010	1	L_GX010096.MP4	9785	GX010097.MP4	9613	5.44155	1	0.98432	1615.98322	727.74248	-3375.01974	13.78312	6.50803	29.54010	3.83567	3812.05576	27.80935	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Passing			
010	8	L_GX010096.MP4	26529	GX010097.MP4	26357	14.75309	1	10.29585	-659.85075	423.38452	-1329.23112	2.44614	1.75843	5.01962	1.19224	1543.21509	30.66970	Labridae	Achoerodus	gouldii	37384002	1	AD	Passing			
010	15	L_GX010096.MP4	40537	GX010097.MP4	40365	22.54310	1	18.08586	90.36862	185.27368	-888.57015	0.59426	0.69273	2.12654	1.02789	912.16760	13.28817	Monacanthidae	Meuschenia	galii	37465040	3	AD	Passing			
010	17	L_GX010096.MP4	46523	GX010097.MP4	46351	25.87198	1	21.41475	297.40762	84.53307	-960.66453	0.90461	0.62484	2.48536	1.32180	1009.19447	17.91125	Labridae	Notolabrus	parilus	37384022	1	AD	Passing			
010	30	L_GX010096.MP4	74234	GX010097.MP4	74062	41.28239	1	36.82516	-653.37898	896.38856	-2248.66362	4.05495	5.51175	13.69915	0.49245	2507.37006	26.46094	Carangidae	Pseudocaranx	spp		1	AD	Passing			
011	0	GX012829.MP4	8155	R_GX012829.MP4	7999	4.53509		-1.00000	65.21405	52.70925	-616.52285	0.41272	0.39410	1.01213	8.60979	622.19897	7.90760								SYNC		
011	1	GX012829.MP4	17702	R_GX012829.MP4	17546	9.84428	1	3.97230	837.71784	770.43018	-5753.38049	12.22236	11.10543	81.63282	51.35818	5864.87178	11.36353	Cheilodactylidae	Dactylophora	nigricans	37377005	1	AD	Passing			
